-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 716.9948227406 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 719.1945250034 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 720.7148728371 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.5372569561 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.0483205318 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.0383849144 ,
