-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-48 : 1980.8687782288 ,-47 : 0.0000000000 ,-46 : 0.0000000000 ,-45 : 0.0000000000 ,-44 : 1984.5159237385 ,-43 : 0.0000000000 ,-42 : 0.0000000000 ,-41 : 0.0000000000 ,-40 : 1987.3479495049 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 1989.7507925034 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 1991.8005576134 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 1993.5676424503 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 1995.0657024384 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 1996.3064389229 ,
-41 : 0.0000000000 ,-40 : 654.3084468842 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 656.7013406754 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 658.7733545303 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 660.5529439449 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 662.0360558033 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 663.2944092751 ,-19 : 0.0000000000 ,-18 : 0.0000000000 ,-17 : 0.0000000000 ,-16 : 664.2942337990 ,-15 : 0.0000000000 ,-14 : 0.0000000000 ,-13 : 0.0000000000 ,
-41 : 0.0000000000 ,-40 : 654.3084468842 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 656.7013406754 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 658.7733545303 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 660.5529439449 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 662.0360558033 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 663.2944092751 ,-19 : 0.0000000000 ,-18 : 0.0000000000 ,-17 : 0.0000000000 ,-16 : 664.2942337990 ,-15 : 0.0000000000 ,-14 : 0.0000000000 ,-13 : 0.0000000000 ,
-41 : 0.0000000000 ,-40 : 654.3084468842 ,-39 : 0.0000000000 ,-38 : 0.0000000000 ,-37 : 0.0000000000 ,-36 : 656.7013406754 ,-35 : 0.0000000000 ,-34 : 0.0000000000 ,-33 : 0.0000000000 ,-32 : 658.7733545303 ,-31 : 0.0000000000 ,-30 : 0.0000000000 ,-29 : 0.0000000000 ,-28 : 660.5529439449 ,-27 : 0.0000000000 ,-26 : 0.0000000000 ,-25 : 0.0000000000 ,-24 : 662.0360558033 ,-23 : 0.0000000000 ,-22 : 0.0000000000 ,-21 : 0.0000000000 ,-20 : 663.2944092751 ,-19 : 0.0000000000 ,-18 : 0.0000000000 ,-17 : 0.0000000000 ,-16 : 664.2942337990 ,-15 : 0.0000000000 ,-14 : 0.0000000000 ,-13 : 0.0000000000 ,
