-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 671.1273584366 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 673.3297743797 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 674.8471426964 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 666.7891640663 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.3134865761 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.2899732590 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 665.9698753357 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5088188648 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.4839675426 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
