-72 : 1181.49 ,-71 : 0 ,-70 : 0 ,-69 : 0 ,-68 : 0 ,-67 : 0 ,-66 : 0 ,-65 : 0 ,-64 : 1185.05 ,-63 : 0 ,-62 : 0 ,-61 : 0 ,-60 : 1185.74 ,-59 : 0 ,-58 : 0 ,-57 : 0 ,-56 : 1188.2 ,-55 : 0 ,-54 : 0 ,-53 : 0 ,-52 : 1189.54 ,-51 : 0 ,-50 : 0 ,-49 : 0 ,-48 : 1191.31 ,-47 : 0 ,-46 : 0 ,-45 : 0 ,-44 : 1192.82 ,-43 : 0 ,-42 : 0 ,-41 : 0 ,-40 : 1194.43 ,-39 : 0 ,-38 : 0 ,-37 : 0 ,-36 : 1196 ,-35 : 0 ,-34 : 0 ,-33 : 0 ,-32 : 1197.52 ,-31 : 0 ,-30 : 0 ,-29 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-28 : 330.387 ,-27 : 0 ,-26 : 0 ,-25 : 0 ,-24 : 331.719 ,-23 : 0 ,-22 : 0 ,-21 : 0 ,-20 : 332.841 ,-19 : 0 ,-18 : 0 ,-17 : 0 ,-16 : 333.814 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 334.616 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 335.195 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 335.554 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 335.672 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 335.55 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 335.19 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 334.633 ,13 : 0 ,14 : 0 ,15 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-17 : 0 ,-16 : 329.947 ,-15 : 0 ,-14 : 0 ,-13 : 0 ,-12 : 330.733 ,-11 : 0 ,-10 : 0 ,-9 : 0 ,-8 : 331.324 ,-7 : 0 ,-6 : 0 ,-5 : 0 ,-4 : 331.671 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 331.774 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 331.638 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 331.269 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 330.685 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 329.919 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 328.953 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 327.827 ,25 : 0 ,26 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
-6 : 0 ,-5 : 0 ,-4 : 556.263 ,-3 : 0 ,-2 : 0 ,-1 : 0 ,0 : 556.367 ,1 : 0 ,2 : 0 ,3 : 0 ,4 : 556.241 ,5 : 0 ,6 : 0 ,7 : 0 ,8 : 555.871 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 555.275 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 554.508 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 553.551 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 552.442 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 551.147 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 549.735 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 548.2 ,37 : 0 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
5 : 0 ,6 : 0 ,7 : 0 ,8 : 792.928 ,9 : 0 ,10 : 0 ,11 : 0 ,12 : 792.362 ,13 : 0 ,14 : 0 ,15 : 0 ,16 : 791.571 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 790.605 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 789.477 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 788.191 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 786.777 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 785.239 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 783.66 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 782.027 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 780.494 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
16 : 811.131 ,17 : 0 ,18 : 0 ,19 : 0 ,20 : 810.152 ,21 : 0 ,22 : 0 ,23 : 0 ,24 : 809.015 ,25 : 0 ,26 : 0 ,27 : 0 ,28 : 807.729 ,29 : 0 ,30 : 0 ,31 : 0 ,32 : 806.329 ,33 : 0 ,34 : 0 ,35 : 0 ,36 : 804.804 ,37 : 0 ,38 : 0 ,39 : 0 ,40 : 803.223 ,41 : 0 ,42 : 0 ,43 : 0 ,44 : 801.59 ,45 : 0 ,46 : 0 ,47 : 0 ,48 : 800.079 ,49 : 0 ,50 : 0 ,51 : 0 ,52 : 798.315 ,53 : 0 ,54 : 0 ,55 : 0 ,56 : 796.997 ,57 : 0 ,58 : 0 ,59 : 0 ,
