-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-18 : 1006.6404662132 ,-17 : 0.0000000000 ,-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 1008.8582808971 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 1010.3591783047 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-16 : 0.0000000000 ,-15 : 0.0000000000 ,-14 : 667.3220407963 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 668.8034307957 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 669.8426222801 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-14 : 666.0604631901 ,-13 : 0.0000000000 ,-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 667.5637600422 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 668.5539689064 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
-12 : 0.0000000000 ,-11 : 0.0000000000 ,-10 : 666.2549867630 ,-9 : 0.0000000000 ,-8 : 0.0000000000 ,-7 : 0.0000000000 ,-6 : 667.2562122345 ,-5 : 0.0000000000 ,-4 : 0.0000000000 ,-3 : 0.0000000000 ,-2 : 667.7266702652 ,
